,0,1,2,3,4
0,0.7405629366852201,0.2525665892860489,0.10546922295563921,0.3277301542659604,0.33815486204311507
1,0.665499278645232,0.8645131356033349,0.8918730823915508,0.8905274342173684,0.6219333596289246
2,0.40217372233318016,0.3375722981354844,0.11338094684511468,0.9439336504917533,0.09124706760154067
3,0.686041939694099,0.29132794206499935,0.5725014362398031,0.24869527045401085,0.12238914841805604
4,0.8854236982075202,0.5202296411201243,0.7043299283276468,0.43212810972665705,0.5237028849423664
5,0.5048141557024012,0.0021149805263677157,0.40747617041889594,0.6809072193851993,0.6630755429434637
6,0.9924923940240309,0.6185763913908873,0.6021085543769269,0.04890463381225951,0.30763854584223216
7,0.1819017634905682,0.9101712174124309,0.1798384294728359,0.8339304302204391,0.4173732863974753
8,0.27760141915011527,0.9538766567465817,0.052125491753175934,0.8291826973281176,0.8178077175845211
9,0.8939605741943529,0.3191579934486103,0.7392338114948199,0.7711323114252518,0.5053823020832058
10,0.5130029151440001,0.045822072719210905,0.033239097239956106,0.17238471264405597,0.33259463768082687
11,0.41459036766065527,0.2839405838358484,0.9703243309362328,0.46851045792851875,0.8718274416097219
12,0.5794782325674135,0.38218639651735686,0.06637279616736147,0.49208618924347314,0.4498920353017699
13,0.8337808927276601,0.38582392709680646,0.41646584756615335,0.383455225242028,0.5449372349117962
14,0.427975989138228,0.17719733847950325,0.26012631785392937,0.06551900628803375,0.9821106387399515
15,0.5587606162531042,0.40727661050868147,0.5348299783791314,0.3887842083611436,0.5686666879648918
16,0.13625870610397472,0.23800915684232038,0.3079741093737215,0.1769406734771779,0.21251885492663447
17,0.33911265845717664,0.08780863365580716,0.9712514608933663,0.4982534847639464,0.25862004047031406
18,0.9928132962426498,0.9775847955587343,0.7948316890838427,0.10409965832051804,0.6539367691133295
19,0.011274146455141576,0.989350281843634,0.47893211554938064,0.5490020085752911,0.7229160104448247
20,0.9157489108255745,0.19461469262338849,0.7519094700259381,0.6450030759567673,0.32043602492911827
21,0.11438701630241854,0.7275561762333465,0.18928446196126347,0.7373561716874587,0.13719587210659467
22,0.28240022731264613,0.08636306359018564,0.2801145536698496,0.9336844215955102,0.7930589271656907
23,0.47301324320905735,0.5530346102458212,0.5630928106259944,0.6436037480097303,0.7327952587860997
24,0.5749704051319492,0.6657945149792824,0.9403804624561961,0.9827982611221905,0.3030707383350074
25,0.4593297344804874,0.46083197998606495,0.2747115795633198,0.5867900403314934,0.5701997760883118
26,0.3307367941289323,0.23006501851104144,0.6157921452175236,0.408014469770106,0.25462753880390465
27,0.14380475597850673,0.8283347798830871,0.07110337133937406,0.7784683849475614,0.10996081246747258
